Name,Historical Significance,Marital Status,Sex,Birthdate,Deathdate,Date of Appraisal ,Appraiser 1,Appraiser 2,Appraiser 3,Notary,Inventory Purpose,Religion,Nationality,Number of Items,Montias INVNO,Montias INVNO 2,Number of Paintings,Portraits,Rembrandt,Mythology,Still Life,Tapestry,Rariteiten,Textiles,Rubens
Jannetke Valkenburgh,,,Female,1586,,,,,,,,,,,,,,,,,,,,,
Isaack Wijs,,,Male,,,,,,,,,,,,,,,,,,,,,,
Judith Nuyts,,,Female,,,,,,,,,,,,,,,,,,,,,,
Johannes Polyander,,,Male,,,,,,,,,,,,,,,,,,,,,,
Joannis Vrancken,,,Male,1613,,,,,,,,,,,,,,,,,,,,,
Hans Valckenburgh,,,Male,,,,,,,,,,,,,,,,,,,,,,
Judith Polyander,,,Female,,,,,,,,,,,,,,,,,,,,,,
Korstijaen Barwijns,,,Male,,,,,,,,,,,,,,,,,,,,,,
Johannes Polyander II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Frans Jacob Hinlopen,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Rombout,,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelia Rombouts,,,Female,,,,,,,,,,,,,,,,,,,,,,
Cornelia Berwijns,,,Female,,,,,,,,,,,,,,,,,,,,,,
Steven Pinel,,M,Male,,1615,1614/09/03,,,,Gerrit Jacobsz. Haringh,Auction,,Flemish,7,Y,715,7,,,,,,,,
Geertruyd Reygers,,,Female,,,,,,,,,,,,,,,,,,,,,,
Bartelemeus Moer,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob Leeuwen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob Symonsz. Lou,,,Male,,,,,,,,,,,,,,,,,,,,,,
Ael Huygens,,,Female,,,,,,,,,,,,,,,,,,,,,,
Cornelis Herwayer,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Wijs,,,Male,1602,1634,,,,,,,,,,,25596,,,,,,,,,
Ferdinandus Schuylenburgh,WIC Director,,Male,,1652,,,,,,,,,,,25764,,,,,,,,,
Frederick Schuylenburgh,,,Male,1599,,,,,,,,,,,,34736,,,,,,,Y,,
Balthasar Schulenburch,Merchant,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Geertruyd Mercijs,,,Male,,,,,,,,,,,,,,,,,,,,,,
Claes Lastman,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Samuel Dircksz.,Smith,,Male,,,,,,,,,,,,,,,,,,,,,,
Gerloff Claesz.,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Claes Gerloffsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria van Neck,,,Female,1612,1645,,,,,,,,,,,,,,,,,,,,
Margrieta (Griete) van Rijn,,W,Female,1585,1652,1653/03/01,,,,Albert Eggericx,Death,Reformed,Dutch,44,Y,1289,37,Y,,Y,,,,,
Albert Eggericx,Notary,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelis Barendsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Weyn Pieters van Neck,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jacob Egbertsz.,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Claes Gaeff,,,,,,,,,,,,,,,,,,,,,,,,,
Weijntge van Neck,,,Female,1610,1682,,,,,,,,,,,,,,,,,,,,
Jean Legouche,Merchant,,Male,1588,1669,,,,,,,,,,,,,,,,,,,,
Pieter Jacobsz. van Rijn,,,Male,,,,,,,,,,,,,,,,,,,,,,
Willem Jacobsz. van Rijn,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob Cornelisz. van Neck,Admiral,,Male,1564,1638,,,,,,,,,,,,,,,,,,,,
Geertruit Schuylenburch,,,Female,1639,,,,,,,,,,,,,,,,,,,,,
Otten Aertsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Abraham Boom,Captain,,Male,,,,,,,,,,,,,,,,,,,,,,
Bartholomeus van de Velde,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hans van Lovelde,,,Male,,,1636/01/24,,,,Unknown,Death,,,12,Y,1257,10,Y,,,,,,,
Abraham van Lovelde (Loosvelt),Merchant,,Male,1583,,,,,,,,,,,,,,,,,,,,,
Cornelis Dircksz. Clapmus,Manufacturer,M,Male,1584,1629,1636/03/05,,,,Palm Mathijs,Death,Roman Catholic,,32,Y,769,23,Y,,,,,,Y,
Lysbeth Jans Groenewegen,,M,Female,1587,1634,1636/03/05,,,,Palm Mathijs,Death,Roman Catholic,,32,Y,769,23,Y,,,,,,Y,
Jan Hendricksz.,Baker,,Male,,,,,,,,,,,,,,,,,,,,,,
Mary Jans Groenewegen,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Cornelisz.,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Aechie Cornelisz.,,,Female,,,,,,,,,,,,,,,,,,,,,,
Dirckgen Cornelis Clampus,,,Female,,,,,,,,,,,,,,,,,,,,,,
Adriaen Roest,Advocate,,Male,,,,,,,,,,,,,,,,,,,,,,
Dirck Ijsbrantsen Claptmuts,,,Male,,,,,,,,,,,,,,,,,,,,,,
Aechje Adriaens,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Huych Wollenbrantsznzn,Lumber Dealer,,Male,,,,,,,,,,,,,,,,,,,,,,
Lijsbeth Claes,,,Female,,1607,,,,,,,,,,,,,,,,,,,,
Anne Jans Groenewegen,,,Female,,,1627/10/21,,,,,Auction,Roman Catholic,,6,Y,1121,4,,,,,,,,
Aefje Jans Groenewegen,,,Female,,,,,,,,,,,,,,,,,,,,,,
Salomon Pietersz. Reus,,,Male,,,,,,,,,,,,,,,,,,,,,,
Dirck Wolphertsz. Persijn,,,Male,,,,,,,,,,,,,,,,,,,,,,
Diewer Dircx,,,Female,,,,,,,,,,,,,,,,,,,,,,
Cornelis Joppen,Baker,,Male,,1637,,,,,,,,,,,,,,,,,,,,
Cornelia Pieters Clapmuts,,,Female,,,,,,,,,,,,,,,,,,,,,,
Claes Moyaert,Artist,,Male,1592,,,,,,,,Roman Catholic,,,,8397,,,,,,,,,
Griete Claes,,,Female,1595,,,,,,,,,,,,,,,,,,,,,
Sandryntge Cornelisdr.,,,Female,,,,,,,,,,,,,,,,,,,,,,
Trijntje Martens Douw,,,Female,,,,,,,,,,,,,,,,,,,,,,
Cornelis Dircx Dorst,Beer Distribuitor,,Male,,,,,,,,,,,,,,,,,,,,,,
Willem Claesz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Dirck Claesz. 2,,,Male,,,,,,,,,,,,,,,,,,,,,,
Trijn Moyaert,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Jansz. Appelman II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Geertruy Moyers,,,Female,,,,,,,,,,,,,,,,,,,,,,
Balthasar Schouten,,,Male,,,,,,,,,,,,,,,,,,,,,,
Joost Baltesz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelis Moyaert,,,Male,1625,,,,,,,,,,,,,,,,,,,,,
Maria van Hulten,,,Female,,,,,,,,,,,,,,,,,,,,,,
Nicholaes van Hulten,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria van der Winde,,,Female,,,,,,,,,,,,,,,,,,,,,,
Aper Claesz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pauwels Buys de oude,Merchant,M,Male,,1638,1638/06/01,,,,Palm Mathijs,Death,Reformed,Flemish,19,Y,501,14,Y,,,Y,,,,
Paulus Buys de jonge,Artist,,Male,1590,1656,,,,,,,,,,,,,,,,,,,,
Abraham Buys,,,Male,,,,,,,,,,,,,,,,,,,,,,
Sara Flines,,M,Female,,,,,,,,,,,,,,,,,,,,,,
Gysbert de Flines,,,Male,,,,,,,,,,,,,,,,,,,,,,
Gilbert de Flines II,,,Male,1588,1654,,,,,,,,,,,,,,,,,,,,
Gilbert de Flines III,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hans Biermans,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Londerseel,Engraver,,Male,,,,,,,,,,,,,,,,,,,,,,
Susanna Conincx,,,Female,,,,,,,,,,,,,,,,,,,,,,
Salomon Coninck,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob Abrahamsz. Greven,,,Male,,,,,,,,,,,,,,,,,,,,,,
Susanna Buijs,,,Male,,,,,,,,,,,,,,,,,,,,,,
Teunis Lambertsz.,,,Female,,,,,,,,,,,,,,,,,,,,,,
Stephanus Bacher,Doctor,M,Male,1571,1637,1637/04/02,Hermanus Martens,Johannes Selincks,,Jan Warnaerts,Death,Reformed,Flemish,32,Y,595,26,Y,,Y,Y,,,,
Hermanus Martens,Appraiser ,,Male,,,,,,,,,,,,,,,,,,,,,,
Johannes Selincks,Appraiser ,,Male,,,,,,,,,,,,,,,,,,,,,,
"Everhard Becker (Backer, Bacher)",,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Mayken de Bacher II,,,Female,,,,,,,,,,Flemish,,,,,,,,,,,,
Meyken Martens,,M,Female,,,,,,,,,,,,,,,,,,,,,,
Hans Martensz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Daniel Martens,,,Male,,,,,,,,,,,,,,,,,,,,,,
Anthony van der Heeden I,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hester Martens,,,Female,,,,,,,,,,,,,,,,,,,,,,
Catarijna van der Heede,,,Female,1613,,,,,,,,,,,,,,,,,,,,,
Abigael Martens,,,Female,,,,,,,,,,,,,,,,,,,,,,
Marten Halewijn,,,Male,,,,,,,,,,,,,,,,,,,,,,
Daniel Bacherus,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Catharina Hooft,,,Female,,,,,,,,,,,,,,,,,,,,,,
Cornelis van Foreest,,,Male,,,,,,,,,,,,,,,,,,,,,,
Christiaen Foreest,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria van Hengel,,,Female,,,,,,,,,,,,,,,,,,,,,,
Joris van Hendel,,,Male,,,,,,,,,,,,,,,,,,,,,,
Katharina Martens,,,Female,,,,,,,,,,,,,,,,,,,,,,
Samuel Becker,,,Male,,,,,,,,,,,,,,,,,,,,,,
Abraham Spiers,Merchant,M,Male,,,1639/01/04,,,,Jan Warnaerts,Death,Reformed,Flemish,72,Y,611,57,Y,,,Y,,Y,,
Anna Sprenckhuysen,,M,Female,,,,,,,,,,,,,,,,,,,,,,
Siewert Meynertsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Johannes Spiers,,,Male,1599,,,,,,,,,,,,,,,,,,,,,
Judith van Buren,,,Female,1611,,,,,,,,,,,,,,,,,,,,,
Reyer van Buren,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Hans de Witte,,,Male,,,,,,,,,,,,,,,,,,,,,,
Anna Spiers,,,Female,,,,,,,,,,,,,,,,,,,,,,
Anne de Wit,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hendrick de Beijer,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Haen II,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Franck van der Does,,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelis Leschevin,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Pietersz. Bos,,,Male,,,,,,,,,,,,,,,,,,,,,,
Lobbetje Abraham Spiers,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hans Mathys Snoeck II,Book Dealer,M,Male,,,1637/10/31,,,,Laurens Lamberti,Death,Reformed,,35,Y,963,23,Y,,Y,Y,,,,
Baesgen Symons,,W,Female,,,1637/10/31,,,,Laurens Lamberti,Death,Reformed,,35,Y,963,23,Y,,Y,Y,,,,
Helvich Jochumsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Nanningh Cornelisz. Neutecooper II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Marcusz. ,Leather Dealer,,Male,,,,,,,,,,,,,,,,,,,,,,
Risgen Nanninghs,,,Female,,,,,,,,,,,,,,,,,,,,,,
Trijntgen Nanninghs,,,Female,,,,,,,,,,,,,,,,,,,,,,
Bartholmeus Nanninghs,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Marcusz. ,,,Male,,,,,,,,,,,,,,,,,,,,,,
Dirck Nanninghs,,,Male,,,,,,,,,,,,,,,,,,,,,,
Nanningh Cornelisz. Neutecooper I,,,Male,,,,,,,,,,,,,,,,,,,,,,
Salomon Cleuter,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hendrik Dircksz. Cleuters,,,Male,,,,,,,,,,,,,,,,,,,,,,
Janneken van Eycken,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hans Matthijsz. I,Bookseller,,Male,,,,,,,,,,,,,,,,,,,,,,
Gerrit Albertsz. Rijl,,,Male,,,,,,,,,,,,,,,,,,,,,,
Helvich Jochumsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Louis Houwen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacomijntje Tejaarts,Merchant,W,Female,,,1637/02/12,,,,Pieter Carelsz.,Death,,Dutch,39,Y,1154,28,Y,,,Y,,,,
Abraham Oostens,Merchant,M,Male,1603,1636,,,,,,,,Flemish,,,,,,,,,,,,
Pieter Oostens,,,Male,,,,,,,,,,,,,,,,,,,,,,
Neeltje Sijmons,,,Female,,,,,,,,,,,,,,,,,,,,,,
Ariaentje Snoeckx,,,Female,,,,,,,,,,,,,,,,,,,,,,
Dirck Dircksz. Grijp,,,Male,,,,,,,,,,,,,,,,,,,,,,
Abraham Oostens II,,,Male,1637,,,,,,,,,,,,,,,,,,,,,
Wouter Jansen van den Bergh,Merchant,W,Male,,,1634/02/03,,,,Jacob Westfrisius,Death,,,78,Y,1158,55,Y,,Y,,,Y,,
Hester van Hogensteijn,,M,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Lemans,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan van den Bergh,,,Male,,,,,,,,,,,,,,,,,,,,,,
Catharina Queckels,,W,Female,1578,1637,1636/09/09,,,,Jacob Jacobsz.,Goods,Roman Catholic,,72,Y,1159,56,,,Y,Y,,,,
Cornelis van Campen Jacobsz.,Merchant,M,Male,1564,1636,,,,,,,Roman Catholic,,,,,,,,,,,,,
Jacob Cornelis. Van Campen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Nicolaes Jacobsz.,Notary,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob van Campen I,,,Male,,1593,,,,,,,,,,,,,,,,,,,,
Pieter Bas I,,,Male,,,,,,,,,,,,,,,,,,,,,,
Roemer Visscher,,,Male,,,,,,,,,,,,,,,,,,,,,,
Machtelt Pieters (du Bien),,,Female,,,,,,,,,,,,,,,,,,,,,,
Cornelis Jansz. Queckel,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Jansz. du Bien,,,Male,,,,,,,,,,,,,,,,,,,,,,
Yda Quekels,,,Female,1582,1657,,,,,,,,,,,,,,,,,,,,
Willem (Jansz.) Hooft,,,Male,1581,,,,,,,,,,,,,,,,,,,,,
Maria Queeckels,,,Female,1585,1644,,,,,,,,,,,,,,,,,,,,
Abel Matthijsz. (Burgh),Burgomaster,,Male,,,,,,,,,,,,,,,,,,,,,,
Egbert Vinck,Captain,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob van Campen II,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter van Campen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Geert Visscher,,,Female,,,,,,,,,,,,,,,,,,,,,,
Anna Roemers,Poet,,Female,,,,,,,,,,,,,,,,,,,,,,
Dominicus van Wesel,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob Cornelisz. van Campen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob van Pietersz. van Campen,Architect,,Male,,,,,,,,,,,,,,,,,,,,,,
Aefje (Aechtge) van Campen,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Reyer Loots,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Jansz. II,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Reyer Loots,Broker,,Male,1599,1649,,,,,,,,,,,,,,,,,,,,
Margriete Loots,,,Female,,,,,,,,,,,,,,,,,,,,,,
Willem van Campen II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Nicolaes van Campen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Willem van Campen I,,,Male,,,,,,,,,,,,,,,,,,,,,,
Daniel de la Tombe I,Church Employee,M,Male,,,1636/07/08,,,,Jacob Jacobsz.,Death,Reformed,,13,Y,1160,13,Y,,,,,,,
Esaias Tombe,,,Male,,,,,,,,,,,,,,,,,,,,,,
Salomon de la Tombe,,,Male,,,,,,,,,,,,,,,,,,,,,,
Phillippe de la Tombe,,,Male,,,,,,,,,,,,,,,,,,,,,,
Sytgen Willems,,,Female,,,,,,,,,,,,,,,,,,,,,,
Daniel de la Tombe II,,,Male,1605,,,,,,,,,,,,,,,,,,,,,
Catharina van der Hoye,,,Female,,,,,,,,,,,,,,,,,,,,,,
Maria van Raij,,W,Female,1593,1634,1638/07/12,,,,Cornelis Hoogenboom,Death,,Dutch,66,Y,1162,59,,,Y,Y,,,,
Joan Victorijn,Advocate,,Male,,,,,,,,,,,,,,,,,,,,,,
Antoinette Thivaert,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Thivaert,Sugar Refiner,,Male,,,,,,,,,,,,,,,,,,,,,,
Salomon de Vogel II,Broker,M,Male,1595,1657,1636/10/03,,,,Palm Mathijs ,Transfer,,,2,Y,1172,2,,,,Y,,,,
Hans Evertsz. Bruijn,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Salomon de Vogel I,,,Male,,1636,,,,,,,,,,,,,,,,,,,,
Lambertje Lamberts,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hendrick Brouwer,Spice Dealer,,Male,1585,1642,,,,,,,,,,,,,,,,,,,,
Hercules Seghers,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Meuleman,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jonckheer Balthasar de Rubo van Becken,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Ambrosius,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Aechjen Hendricks,,,Female,,,,,,,,,,,,,,,,,,,,,,
Harmen Hendricksz. Block,,,Male,,,,,,,,,,,,,,,,,,,,,,
Cecilia van Dorp,,,Female,,,,,,,,,,,,,,,,,,,,,,
Ghysbert Schouten,,,Male,,,,,,,,,,,,,,,,,,,,,,
Agnieta Pelser,,,Female,,,,,,,,,,,,,,,,,,,,,,
Sara Reyniers,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hendrick Coenen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Coenraet van Ceulen ,,,Male,,,,,,,,,,,,,,,,,,,,,,
Elisabeth van Limburgh,,,Female,,,,,,,,,,,,,,,,,,,,,,
Dirck Martsen,Lynpacker,,Male,,,,,,,,,,,,,,,,,,,,,,
Matthijs van Geleijn,,,Male,1591,,,,,,,,,,,,,,,,,,,,,
Mattheus Bonten,Porter,,Male,,,,,,,,,,,,,,,,,,,,,,
Jullien Lanson,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Jean Moreau,Drogist,,Male,1610,,,,,,,,,,,,,,,,,,,,,
Gerrit Verpoorten de jonge,Drogist,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan van Cruyskercken,,,Male,,,,,,,,,,,,,,,,,,,,,,
Catharina de Vogel,,,Female,,,,,,,,,,,,,,,,,,,,,,
Joost Pluijmer,,,Male,,,,,,,,,,,,,,,,,,,,,,
Clemente de jonghe,Art Dealer,,Male,,,,,,,,,,,,,,,,,,,,,,
Lambert Gerritsz. Ruijl,Artist,M,Male,1588,1638,1638/03/10,,,,Pieter Carelsz. ,Death,,,15,Y,1175,14,,,,Y,,,,
Gerbrichge Hendricxdr.,,W,Female,,,1638/03/10,,,,Pieter Carelsz. ,Death,,,15,Y,1175,14,,,,Y,,,,
Giertje Pieters van Paenderen,,M,Female,,,1619/03/20,,,,Daniel Jansz. Van Beuningen,Auction,,,17,Y,,11,,,Y,,,,,
Teuntje Kornelis de Goijer,,,Female,,,,,,,,,,,,,,,,,,,,,,
Cornelis de Goijer,,,Male,,1605,,,,,,,,,,,,,,,,,,,,
Cornelia Ruijl,,,Female,,,,,,,,,,,,,,,,,,,,,,
Aeltge Arents,,W,Female,,,1637/05/14,,,,Laurens Lamberti,Goods,Reformed,,9,Y,1188,8,,,,,,,,
Huybert Symonsz. Appelman,,M,Male,,,,,,,,,,,,,,,,,,,,,,
Simon Gijsbertsz. Appelman,,,Male,1500,1545,,,,,,,,,,,,,,,,,,,,
Aertgen Hubrechts,,,Female,,,,,,,,,,,,,,,,,,,,,,
Geurt Dircksz. van Beuningen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Aeltge Appelman,,,Female,,,,,,,,,,,,,,,,,,,,,,
Albert Lievensz. Bicker,Merchant,,Male,,,1636/04/03,,,,Laurens Lamberti,Transfer,,,11,Y,1189,10,Y,,,,,,,
Jeuriaen Huybertsz.,Wine Dealer,,Male,,,,,,,,,,,,,,,,,,,,,,
Joachim van Leyen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Huybert van Eyl,,,Male,,,,,,,,,,,,,,,,,,,,,,
Dirck Staets,,,Male,,,,,,,,,,,,,,,,,,,,,,
Michiel Barlebosch,,,Male,,,,,,,,,,,,,,,,,,,,,,
Lijsbet Jans,,,Female,,,,,,,,,,,,,,,,,,,,,,
Maerten Pietersz. Vogel,,,Male,,,,,,,,,,,,,,,,,,,,,,
Trijntge Hendricks,,,Female,,,,,,,,,,,,,,,,,,,,,,
Herman Hendricks,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Jansz. de Lange,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hillegond Hendricks,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hillegond Pieters,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Thonis (Theunisz.),,,Male,,,,,,,,,,,,,,,,,,,,,,
Swaentge Hillebrands,,,Male,,,,,,,,,,,,,,,,,,,,,,
Dionys Pietersz.,Baker,,Male,,,,,,,,,,,,,,,,,,,,,,
Trijntge van Neck,Cook,,Female,,,,,,,,,,,,,,,,,,,,,,
Dirck Pietersz. Wittepars,,,Male,,,,,,,,,,,,,,,,,,,,,,
Nicolaes Gijselaer,Broker Painter,,Male,,,,,,,,,,,,,,,,,,,,,,
Joachim Arras,,,Male,,,,,,,,,,,,,,,,,,,,,,
Arent Hermanssen Crul,,,Male,,,1638/11/03,,,,J. van Ven,Insolvency,Roman Catholic,,28,Y,1220,25,Y,,,,,,,
J. van Ven,Notary,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Hermansz. Krul,Poet,,Male,1601,1646,,,,,,,,,,,,,,,,,,,,
Jan Jansz. Cleerbesem de jonge,,,Male,1589,,,,,,,,,,,,,,,,,,,,,
David Fransz. Menton,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Gysbert de Coningh,,,Male,,,,,,,,,,,,,,,,,,,,,,
Paulus Ras,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hendrickje Bauniers,,,Female,,,,,,,,,,,,,,,,,,,,,,
Marcus Jordis,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelia Adriaens,,W,Female,,,1639/05/07,,,,Barend Jansz. Verbeeck,Inventory Drawn at Request,,,31,Y,1239,13,Y,,,Y,,,,
Jan Sweerts,,M,Male,,,,,,,,,,,,,,,,,,,,,,
Andries Stiepel,Advocate,,Male,,,,,,,,,,,,,,,,,,,,,,
Andreas Ferdinandes de Pais,,,Male,,,1638/12/28,,,,Jan de Vos,Inventory Drawn at Request,Jewish,,9,Y,1258,5,,,,,,Y,,
Jan Willemsz. Pais Hout,,,Male,,,,,,,,,,,,,,,,,,,,,,
Goesse Cornelisz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelis Matthijsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hendrick Tijssen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria Jacobsdr. Cloeck,,W,Female,1592,1633,,,,,Jan Warnaerts,Death,Reformed,,30,Y,1243,27,Y,,,,,,,
Pieter Jacobs Elias,Manufacturer,M,Male,1589,1632,,,,,,,,Flemish,,,,,,,,,,,,
Jacob Florisz. Cloeck,,,Male,,,,,,,,,,,,,,,,,,,,,,
Aefge Frans Ruysch,,,Female,,,,,,,,,,,,,,,,,,,,,,
Catharina Cloeck,,,Female,,,,,,,,,,,,,,,,,,,,,,
Pieter van de Venne II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria Florianus,,W,Female,1599,,,,,,,,,,,,,,,,,,,,,
Maritgen van Heemskerk,,,Female,,,,,,,,,,,,,,,,,,,,,,
Cornelia van Soutelande,,W,Female,1567,1633,1634/01/05,,,,Jan Warnaerts,Death,Reformed,Dutch,21,Y,1244,19,Y,,Y,Y,,,,
Elbert Dirxz. Emaus,Captain,M,Male,,,,,,,,,Reformed,Dutch,,,,,,,,,,,,
Dirck Emaus,,,Male,,,,,,,,,,,,,,,,,,,,,,
Aef Pieters,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jannetje Joosten,,,Female,,,,,,,,,,,,,,,,,,,,,,
Pieter Dirks Emaus,Regent,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria van Soutelande,,,Female,1557,1628,,,,,,,,,,,,,,,,,,,,
Jacob Simonsz. Van der Does,,,Male,,,,,,,,,,,,,,,,,,,,,,
Simon Jacobsz. Van der Does,Secretary,,Male,,,,,,,,,,,,,,,,,,,,,,
Magdalena van Soutelande,,,Female,,,,,,,,,,,,,,,,,,,,,,
Mayken Bultel,,,Female,,,,,,,,,,,,,,,,,,,,,,
Schout Simon Willemsz. van der Does,,,Male,,1652,,,,,,,,,,,,,,,,,,,,
Jan (Hans) Bultel,,,Male,,,,,,,,,,,,,,,,,,,,,,
Franck Jacobsz. van der Does,,,Male,,,,,,,,,,,,,,,,,,,,,,
Philips Sandra,,,Male,,,,,,,,,,,,,,,,,,,,,,
Anthony Bate,Manufacturer,M,Male,1602,,1636/06/26,,,,Jan Warnaerts,Death,,,20,Y,1261,17,,,,Y,,,Y,
Grietge Jacomyns,,M,Female,,,1636/06/26,,,,Jan Warnaerts,Death,,,20,Y,1261,17,,,,Y,,,Y,
Jan Specht,,,Male,,,,,,,,,,,,,,,,,,,,,,
Susanna Specht,,,Female,,,,,,,,,,,,,,,,,,,,,,
Ytge van Hanswyck,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hendrick van Hanswyck,,,Male,,,,,,,,,,,,,,,,,,,,,,
Mary Jans,,,Female,,,,,,,,,,,,,,,,,,,,,,
Pieter Jacomijns,,,Male,,,,,,,,,,,,,,,,,,,,,,
Grietje de Vetter,,,Female,,,,,,,,,,,,,,,,,,,,,,
Pieter Jaquemuets,,,Male,,,,,,,,,,,,,,,,,,,,,,
Evert Janssen,Carpenter,W,Male,,,1630/11/26,,,,Jacob Westfrisius,Goods,,,4,Y,1298,4,,,,,,,,
Evertie Willems,,M,Female,,,1630/11/26,,,,Jacob Westfrisius,Goods,,,4,Y,1298,4,,,,,,,,
Willem Buss,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Willemsz. Bus,,,Male,,,,,,,,,,,,,,,,,,,,,,
Josyntge Cornelis,,,Female,,,,,,,,,,,,,,,,,,,,,,
Revert Sikes,,W,Male,,,1634/06/02,,,,,Death,,,14,Y,1296,14,,,,Y,,,,
